question	label
古琴有几根弦	nonmedical
海啸的最主要原因是什么？	nonmedical
世界上最大的鸟是：	nonmedical
卡通人物米老鼠诞生是在哪年？	nonmedical
“加里波第”号航空母舰是哪个国家的？	nonmedical
王励勤是国家哪项运动的运动员？	nonmedical
日本于哪年宣布东亚新秩序？	nonmedical
洗劫并焚毁举世闻名的圆明园的是：	nonmedical
四川省古代简称：	nonmedical
熊汝霖和阿宝合唱过一首歌吧？谁知道叫啥名	nonmedical
哪座城市被称为“东方威尼斯”	nonmedical
《射雕英雄传》中,成吉思汗想要将自己的女儿华筝许配给哪位英雄?	nonmedical
元宵节又叫：	nonmedical
小说《悲惨世界》的主人公冉·阿让因为偷了什么东西而服了19年的苦役?	nonmedical
"刘备麾下的五员猛将,后被人惯称为""五虎上将""的是关羽、张飞、赵云、马超和谁?"	nonmedical
冰球运动起源于哪个北美洲国家?	nonmedical
网络卖家发布一些超低价格的商品,所有买家同一时间在网上抢购的一种销售方式叫什么?	nonmedical
北美洲的五大湖中,面积最小的是哪一个湖泊?	nonmedical
浙江绍兴的旧俗,父母在女儿出生时埋下,日后出嫁之时作迎宾之用的酒被称为什么?	nonmedical
历史上的汉高祖叫什么名字?	nonmedical
世界上第一部关于农业和手工业生产的著作《天工开物》是哪位明朝科学家编写的?	nonmedical
位于云南省,北半球最靠南的大雪山叫什么?	nonmedical
小说《三国演义》的作者是谁?	nonmedical
众多消费者联合起来,以求得最优价格的一种购物方式叫什么?	nonmedical
现行广为使用的一种图像(视频)处理手段将影像特定区域模糊看上去有一个个的小格子组成称为打什么?	nonmedical
哪一条山脉的主轴分水岭为南欧和西亚的分界线?	nonmedical
"地处内蒙古境内,号称与潘帕斯草原、科尔沁草原并成为""世界最著名的三大草原""的是哪个草原?"	nonmedical
"""破釜沉舟""这个成语出自哪场项羽与秦朝军队之间的战争?"	nonmedical
东汉末年奠定了曹操统一中国北方基础的一战是哪场著名战役?	nonmedical
执导了《奋斗》、《我的青春谁做主》、《北京青年》的著名导演是谁?	nonmedical
"我们通常将英超那支球队称为""枪手""?"	nonmedical
下令修建了京杭大运河,隋朝的第二任皇帝隋炀帝叫什么名字?	nonmedical
"效力于nba前公牛队,有""大虫""绰号的是哪位球星?"	nonmedical
"""令尊""是我国古代对对方什么亲属的尊称?"	nonmedical
中国古代传说中,努力想要把东海填平的那只鸟叫什么名字?	nonmedical
长征途中中国共产党第一次独立自主地运用马克思列宁主义基本原理解决自己的路线、方针政策的会议是什么?	nonmedical
《新婚别》《无家别》《垂老别》是哪位唐代诗人的经典作品?	nonmedical
动画片《米老鼠和唐老鸭》中,为唐老鸭配音的是我国著名配音演员是谁?	nonmedical
不买房不买车不办婚礼甚至没有婚戒而直接领证结婚的方式叫什么?	nonmedical
"""第五大道""是美国那个城市的著名街道?"	nonmedical
"以""微笑刺客""伊塞亚·托马斯领衔的坏孩子军团曾经是哪支nba球队的球员?"	nonmedical
我国的哪个邻国的首都是伊斯兰堡?	nonmedical
太平天国后期,洪仁干提出的向西方酱主义学习的方案叫什么?	nonmedical
"有""新加坡国父""之称的政治家,现任新加坡总理李显龙的父亲是谁?"	nonmedical
3q是指智商、挫商和什么商?	nonmedical
8张纪中版的《天龙八部》里王语嫣的扮演者是哪位内的的演员?	nonmedical
我国古代最伟大的现实主义诗人是：	nonmedical
建安几年，曹操把汉献帝迁到许县，取得了挟天子以令诸候的地位	nonmedical
“奔驰”是哪个国家生产的汽车品牌：	nonmedical
1945年国共重庆谈判签署的协议是	nonmedical
我国现有最早的一部编年体史书是：	nonmedical
不具备透支功能的信用卡为：	nonmedical
我国最大的湖泊是：	nonmedical
太平天国初期的东王是	nonmedical
热咖啡在几摄氏度左右时喝才香甜可口：	nonmedical
尼禄是哪个国家的暴君？	nonmedical
被称为“太康之英”的是	nonmedical
1624年,谁遭到杨涟的弹劾,但幸免于难,于是开始大规模迫害镇压东林党人士?	nonmedical
地球的内部结构可分为三个层次,从内到外分别是:地核、地幔、最外层是什么?	nonmedical
19世纪下半叶的绘画派“印象画派”产生于：	nonmedical
我们通常以哪条运河作为南美洲与北美洲的分界线?	nonmedical
"""位卑未敢忘忧国""是哪位宋代词人的著名诗句?"	nonmedical
贵州省的省会是哪座城市?	nonmedical
中国佛教四大名山中位于四川省的是哪座名山?	nonmedical
《阿长与山海经》是哪位中国著名作家的回忆性叙事散文作品?	nonmedical
发明地动仪的我国古代天文学家是	nonmedical
我国古代的儒家经典《春秋》是哪国的编年史?	nonmedical
连接圆心和圆上任意一点的线段称为什么?	nonmedical
我国自行设计和修建的第一条铁路是哪条铁路？	nonmedical
大兴安岭嘎仙洞石室，是古代哪个民族的发源地？	nonmedical
中国的最大岛屿是哪个	nonmedical
是哪个国家发明的世界上第一条鱼雷艇?	nonmedical
蜻蜓点水是在：	nonmedical
《射雕》里江南七怪中老大的绰号是：	nonmedical
通常所说的“白金”是指什么金属？	nonmedical
千丘之国是：	nonmedical
宜于书法及写意画的宣纸是	nonmedical
7岁开始登台现艺，艺名“麒麟童”，成名后世称“麒派”的著名京剧表演艺术家是：	nonmedical
指南针最早的形式叫什么？	nonmedical
贝尔福宣言是哪个国家发表的	nonmedical
李小龙的原名	nonmedical
如果爱忘了是谁唱的	nonmedical
来自星星的你导演是谁	nonmedical
李渊的儿子,后成为唐朝的第二代皇帝的是谁?	nonmedical
我国特有的珍贵的哺乳动物，被称为“四不像”的是什么动物	nonmedical
第一个测出了地球质量的人是?	nonmedical
日本民族比较单一，绝大多数的日本人属于什么民族？	nonmedical
洪金宝的大儿子叫什么名字	nonmedical
会当凌绝顶，一览众山小指哪处名胜？	nonmedical
孙武小时候阅读的军事典籍是	nonmedical
在2006年世界杯决赛上,齐达内在加时赛时用偷撞了意大利的哪位球员而被红牌罚下震惊了世界?	nonmedical
2014年足球世界杯将在哪个国家举行?	nonmedical
有草地,红土,硬地三种比赛场地的比赛项目是?	nonmedical
美国总统官邸白宫位于哪个城市?	nonmedical
中国面积第二大的城市是哪个城市?	nonmedical
王靖雯曾经是哪位歌坛天后使用过的名字?	nonmedical
胡志明市是哪个国家的首都?	nonmedical
哪位被称为王荆公	nonmedical
汽水内是什么气体？	nonmedical
屈原是春秋时代哪国人	nonmedical
《孙子兵法》的作者是：	nonmedical
屈原根据民间祭祀之礼、歌舞之乐再创作的一组诗歌是：	nonmedical
华盛顿砍伐了什么树而承认过失？	nonmedical
赵云最早是谁手下的武将	nonmedical
歌曲“阿拉木汗”是哪个民族的民歌	nonmedical
纸币最早出现在我国，它是在哪个朝代出现的:	nonmedical
世界上唯一没有海岸的海是什么海？	nonmedical
南宋的都城临安，是现今何处	nonmedical
世界上羽翼最大的鸟是哪一种鸟？	nonmedical
"汉文帝、汉景帝统治时期,采取""轻徭薄赋""、""与民休息""的统治史称什么?"	nonmedical
"人们常说""蓬莱仙境""中的""蓬莱""位于哪个省?"	nonmedical
《神雕侠侣》中,郭芙的丈夫是哪一位?	nonmedical
拇指姑娘的作者是谁?	nonmedical
人们所说的蓝眼珠子，黑眼珠子实际上是指什么？	nonmedical
谁被称为体操王子的名号？	nonmedical
用橡皮擦纸时，橡皮和纸间的摩擦是什么摩擦？	nonmedical
2004年快乐女声的第二名是谁	nonmedical
马航属于哪个国家的	nonmedical
林黛玉会是哪本书里的人物	nonmedical
地球赤道全长多少公里	nonmedical
由李连杰先生发起成立的国际性公益组织叫什么名字?	nonmedical
科举制度是谁创建的	nonmedical
世界自然基金会--wwf的会徽是我国的哪一种国宝动物?	nonmedical
曾主演《天国的嫁衣》《绿光森林》的混血男演员是谁?	nonmedical
克里米亚战争于哪年开始？	nonmedical
世界上第一台电子计算机是在哪一年研制的	nonmedical
古代科举考试的第一名被称为什么?	nonmedical
乒乓球是哪一年进入奥运会：	nonmedical
哪一年我国进行了第一次核试验：	nonmedical
冷天用发酵粉发面，加上一些什么成分可缩短发酵时间：	nonmedical
榆叶梅又名（）。	nonmedical
受命组建美国第一支坦克部队的是?	nonmedical
古人把一天分为几个时辰？	nonmedical
“为中华之崛起而读书。”这句话是谁说的？	nonmedical
1937年8月13日,中国军队抗击侵华日军进攻上海的战役是哪一场?	nonmedical
"传说""传国玉玺""是由秦始皇那块玉改造而成?"	nonmedical
射雕英雄传中打伤瑛姑儿子的蒙面人是谁？	nonmedical
.七龙珠的作者是谁？	nonmedical
骨骼肌属于什么组织？	nonmedical
醋酸铅是什么颜色的？	nonmedical
第一次鸦片战争的发生时间	nonmedical
中央财经大学在什么地方	nonmedical
王熙凤毒设相思局,受害人是谁?	nonmedical
中国人口姓氏最多的是哪个姓啊	nonmedical
汶川地震几月几日	nonmedical
体温计能够离开人体读数是因为一个特殊装置，叫做什么？有采纳和感谢哟。	nonmedical
西亚面积最大的国家？？？	nonmedical
澳大利亚的首都是什么	nonmedical
主持人李湘的老公是谁？	nonmedical
刘庸老爹是谁	nonmedical
磁铁能吸引铁的性质叫什么？填空题	nonmedical
诺基亚是哪个国家的牌子?	nonmedical
抗生素是由什么类生物产生的?	nonmedical
盐的化学名词是什么？	nonmedical
老舍的原名是啥?	nonmedical
水浒传中开药铺的谁，被武松所杀	nonmedical
金庸作品《书剑恩仇录》中陈家洛是和哪位清朝皇帝是亲兄弟?	nonmedical
谁知道刘德华的爱人是谁阿！	nonmedical
江苏沛县城市花园的邮编是多少？	nonmedical
公民最根本的人身权利？	nonmedical
北京奥运会的召开体现了北京是什么中心？	nonmedical
氯化钾在氯酸钾分解反应中的作用是什么	nonmedical
证明大气压强存在的著名实验是什么？	nonmedical
马刺邓垦哪年出生	nonmedical
与通货紧缩相对应的是哪种经济现象?	nonmedical
<女人不哭>里面子华小时候是谁演的?	nonmedical
20元人民币的背景是什么	nonmedical
广东属于什么气候？	nonmedical
世博会全称是什么	nonmedical
珠穆朗玛峰是中国和哪个国家的交接	nonmedical
2008年十佳劳伦斯最受人气奖获得者是谁？	nonmedical
南岳什么山	nonmedical
济州岛属于哪个国家？	nonmedical
msn是谁发明的？	nonmedical
nba哪年创立的	nonmedical
nba的雷霆队的前身是哪个队?	nonmedical
00971是哪个国家的区号	nonmedical
李易峰是哪里人？	nonmedical
千万里我追寻着你这首《千万次的问》的原唱是内地那位男歌手?	nonmedical
今年的伦敦奥运会上,孙杨获得了400米什么泳的冠军?	nonmedical
"""后来我终于学会了如何去爱""这句歌词出自哪位女歌手的代表歌曲《后来》?"	nonmedical
中国哪一年发射了第一颗地球同步静止轨道卫星？	nonmedical
明代的那位皇帝废除了中国的宰相制度?	nonmedical
南非世界杯吉祥物叫什么	nonmedical
nh3溶于水呈什么性	nonmedical
啥时候是平安夜啊	nonmedical
巴西主教练是谁？	nonmedical
太阳属于什么星	nonmedical
首先验证了大气压强存在的是实验是什么？	nonmedical
中国最后一位皇帝是谁	nonmedical
合力叉车是哪里生产的。	nonmedical
《倚天屠龙记》中,围剿光明顶的六大门派分别是:武当、少林、峨眉、华山、昆仑和哪个门派?	nonmedical
漫画，三毛流浪记，的作者是谁	nonmedical
"哪位领导人从小就立志""为中华之崛起而读书""?"	nonmedical
手机牌子vivo的中文名字是什么	nonmedical
充气轮胎的发明者是哪里人？	nonmedical
仙剑三是哪个公司开发的	nonmedical
2014年国庆节几月几日放假	nonmedical
洗照片用的纸叫什么啊？	nonmedical
门徒上古天乐的老婆是谁演的？	nonmedical
传统婚礼中,人们习惯吧新人完婚的新房称之为什么?	nonmedical
三国时期,吴国的哪位名将娶了美女小乔?	nonmedical
贝利是哪国人	nonmedical
"建安文学的代表""三曹""是曹氏父子曹操、曹丕还有谁?"	nonmedical
"谁与苗侨伟、黄日华、汤镇业、刘德华并称为""香港无线五虎将""?"	nonmedical
我过古代科举制度考试,殿试第一名为状元,第二名榜眼,第三名叫什么?	nonmedical
竹子刚从土里长出味道鲜美可以做菜的嫩芽叫什么?	nonmedical
哪位科学家曾在比萨斜塔上做过自由落体运动的试验?	nonmedical
世界七大奇迹之一的空中花园是古代哪个国家的?	nonmedical
遭到英法联军的洗劫和焚毁的哪座皇家园林?	nonmedical
进化论的奠基人,物种起源的作者是谁?	nonmedical
两弹包括原子弹和什么？	nonmedical
电影《2012》中,用来拯救人类的方舟,建在哪个地区?	nonmedical
“我以我血荐轩辕”是谁的誓言	nonmedical
青春小说《左耳》、《沙漏》作者是谁?	nonmedical
"成语""上善若水""出自哪部道家名著?"	nonmedical
著有文学随笔《人生若只如初见》、《当时只道是寻常》的女作者是谁?	nonmedical
"1917年复辟的""辫子军""的统帅是谁?"	nonmedical
月亮自转一周大约是地球上的多少天？	nonmedical
近代西洋歌剧产生于十六世纪末的哪一个国家？	nonmedical
阿基米德生于哪里？	nonmedical
中国的理发业多尊崇谁为他们的祖师爷？	nonmedical
李时珍用多少年写成医学巨著“本草纲目”？	nonmedical
生坏血病是因为缺少：	nonmedical
九大行星中，距离太阳最远的是哪一颗行星？	nonmedical
医生处方中tid的意思是：	nonmedical
瑞士的首都是哪个城市?	nonmedical
老残游记作者是谁?	nonmedical
人身上运动幅度最大的关节是什么关节？	nonmedical
阳新是在哪个省？	nonmedical
代表作有《伪君子》、《悭吝人》、《唐璜》的是哪位法国著名作家?	nonmedical
梁朝伟和刘嘉玲08年的婚礼在哪个亚洲小国举办的?	nonmedical
钢琴是乐器之王,哪种弦乐器是乐器之后?	nonmedical
晋朝人车胤在袋子里装什么昆虫用来照明看书?	nonmedical
我国第一个举起社会主义大旗的是哪个人?	nonmedical
我们常说内行看门道,那么外行看什么?	nonmedical
"成语""班门弄斧""中的""班""原指的是哪位古代人物?"	nonmedical
演唱过《看我七十二变》《舞娘》等歌曲的台湾女歌手是谁?	nonmedical
"被誉为中国""硅谷""的是北京哪个地方?"	nonmedical
二十四节气中,表示春季到来是对应哪个节气?	nonmedical
和服是哪个国家的民族服装?	nonmedical
曾经是太阳系九大行星之一,如今被降级的是哪一个行星?	nonmedical
太阳系中距离太阳最近的行星是哪一个?	nonmedical
孔子是儒家学派的,那么老子是什么学派的?	nonmedical
青莲居士是谁？	nonmedical
用来鉴定亲子关系的脱氧核糖核酸的缩写是哪三个英文字母?	nonmedical
恋爱中戒指应该戴哪根手指	nonmedical
第一届世界杯哪个国家获胜了?	nonmedical
周瑜的字是什么？	nonmedical
中国十大元帅的第三位	nonmedical
tvb现在谁是老板|？	nonmedical
李白哪代	nonmedical
最大的细胞是什么？	nonmedical
《麦田里的守望者》的作者是哪位美国作家?	nonmedical
五大连池风景区位于我国哪个省?	nonmedical
洪湖是我国哪个省的湖泊?	nonmedical
鲁迅小说《故事新编》中的人物，大多是历史上有脸有面的大人物。其中，墨子出自小说	nonmedical
甲午战争后,清政府签订了哪个不平等条约?	nonmedical
"儒家典籍""四书""指的是《论语》《孟子》《中庸》和哪部经典?"	nonmedical
《简爱》和《呼啸山庄》的作者是什么关系？	nonmedical
我国的《史记》分五部:本纪、表、书、世家和哪一部?	nonmedical
巴基斯坦的首都是哪座城市?	nonmedical
金庸的《书剑恩仇录》是他的第几部武侠小说？	nonmedical
衡山位于：	nonmedical
著有《假如给我三天光明》的是美国19世纪哪位盲聋女作家?	nonmedical
水稻所结的稻谷被去壳后称为什么?	nonmedical
在日本无条件投降签降仪式上，代表中国签字的是谁？	nonmedical
古代每个月的十五又称为什么？	nonmedical
海权论的作者是?	nonmedical
世界上最深的淡水湖是：	nonmedical
女士结婚后，戒指该带在哪个手指上啊？	nonmedical
孙悟空的第一个师傅是谁	nonmedical
中国第一个太监是谁？	nonmedical
清朝最后一个皇帝是谁	nonmedical
齐秦的姐姐是谁？	nonmedical
古巴比伦的成文法典是什么	nonmedical
地球上最大的哺乳动物是什么》》？？具体点哈。	nonmedical
美国911炸的大楼是什么楼？	nonmedical
"""令媛""是我国古代对对方什么亲戚的尊称?"	nonmedical
911是哪一年	nonmedical
达尔文编写过什么巨著？	nonmedical
汴梁是现在的哪个城市	nonmedical
最聪明的犬是什么品种	nonmedical
中国农历的哪个节气有着北方吃饺子、南方吃汤圆的习俗?	nonmedical
周恩来老婆叫什么名字	nonmedical
海洋中最多的生物是	nonmedical
铅笔笔芯是用何种材料制成的？	nonmedical
我国第一部用纪传体协作的通史是	nonmedical
明明白白我的心是由哪位男歌星和陈淑桦一起合唱的	nonmedical
连百万之军，战必胜，攻必取说的是?	nonmedical
《本草纲目》的作者是：	nonmedical
被西方人称为“音乐之都”是指：	nonmedical
除了太阳之外，最亮的恒星是：	nonmedical
蝌蚪依靠什么器官呼吸。	nonmedical
比长江还要长的河是	nonmedical
美国有许多老人在退休以后向南方“阳光地带”迁移，其主要影响因素是	nonmedical
欧洲殖民者最早入侵的第一块大陆是()	nonmedical
中国面积最大的岛屿是	nonmedical
宋朝开国皇帝是谁？	nonmedical
中岳嵩山分为太室山和少室山。少林寺在：	nonmedical
话剧〈雷雨〉是由谁创作的	nonmedical
阳春白雪和下里巴人源于什么时代？	nonmedical
高尔夫球名人赛于何年在奥古斯塔举办第一届比赛?	nonmedical
昔年有狂客，号尔谛仙人。笔落惊风雨，诗成泣鬼神。是纪念谁的文章呢？	nonmedical
1885年，台湾正式建立行省，第一任巡抚是	nonmedical
文艺复兴时期主要的社会思潮是	nonmedical
欧洲最高峰在哪个国家	nonmedical
在古代，“爵”是一种什么器皿？	nonmedical
沉淀滴定法的基础是()	nonmedical
原子弹的爆炸原理是	nonmedical
名画“最后的晚餐”是谁的作品？	nonmedical
夜郎自大中“夜郎”指的是现在哪个地方？	nonmedical
90年代与小虎队齐名,由苏志威、蔡一杰、蔡一智组成的香港偶像组合叫?	nonmedical
1929年,邓小平等人在广西领导的武装起义叫什么名字?	nonmedical
第一部《少年包青天》中包青天的扮演者是谁?	nonmedical
《乞力马扎罗的雪》的作者是：	nonmedical
激流三部曲第二部是什么?	nonmedical
人绝大部分的营养物质是在哪里被吸收的?	nonmedical
古代的江表是指哪条江以外？	nonmedical
红壳和白壳鸡蛋哪种营养价值高？	nonmedical
强风是风力几级的风	nonmedical
国鸟是公鸡的国家是	nonmedical
传热的方式有（）种。	nonmedical
荷兰是国花是（）？	nonmedical
古曲《高山流水》是用什么乐器演奏的？	nonmedical
"成语""趋之若鹜'中的鹜指的是什么动物?"	nonmedical
许海峰获得了中国第一枚奥运金牌，他是在什么项目获得的？	nonmedical
故宫建造耗时多久?	nonmedical
世界杯第二届的冠军	nonmedical
岳阳楼在我国什么地方	nonmedical
灭亡南宋,建立了幅员辽阔的元朝的皇帝是谁?	nonmedical
末代皇帝的年号为：	nonmedical
"地球上低纬度地区海拔最低的冰川""梅里雪山""位于我国西南哪个省?"	nonmedical
冷战时期世界上有两个超级大国,一个是美国,另一个是?	nonmedical
纽卡斯尔联队属于欧洲五大足球联赛中的哪一个?	nonmedical
"被尊称为""禅师"",执教球队获得了11次总冠军的总教练是谁?"	nonmedical
治平元宝出自哪个朝代	nonmedical
求一部电影名字，二战中一个犹太家庭被送进集中营，父亲为了不让儿子害怕，骗他说这是一场游戏。	nonmedical
舌战群儒的主人公是谁	nonmedical
三十年河东,三十年河西中的河指的是什么河?	nonmedical
太阳系中体积最大的恒星是哪个？	nonmedical
现存九千三百多首，在我国文学史上首屈一指的多产南宋诗人是谁？	nonmedical
出至贵州的老干妈辣椒代言人是谁？	nonmedical
少年中国说的作者是谁？	nonmedical
化人口大国为人才强国，化人口压力为人才优势的关键是什么?	nonmedical
钟子期和谁是知音？	nonmedical
什么动物生完后代后母的会把公的吃了	nonmedical
西双版纳最主要的少数民族是	nonmedical
围棋正中间的一点叫什么	nonmedical
爱情公寓第二部中阿曼达是谁演的？	nonmedical
车牌号辽a是哪个城市的	nonmedical
关公出自哪部名著?	nonmedical
马骑亦兔行千里,刀偃青龙出五关指的是谁	nonmedical
b细胞靠产生什么作战，这种方式称为？	nonmedical
深圳西站属哪个区	nonmedical
炎亚纶原名是什么?	nonmedical
我国产煤的主要大省是哪里	nonmedical
"被铁块击中腹部仍强忍剧痛将车停稳安全疏散乘客,被称为""杭州最美司机""的是谁?"	nonmedical
wto是哪个组织的称呼？	nonmedical
宁可我负天下人，不可天下人负我。这句话是谁说的？	nonmedical
世界上地理纬度最高,同时也是跨经度最多的一个大洲是什么?	nonmedical
被称为东方之珠的城市是	nonmedical
汉武帝叫什么名字。	nonmedical
被称为‘非洲屋脊’的是什么？	nonmedical
全世界语言运用最广泛的是？	nonmedical
吕后的丈夫是谁	nonmedical
"历史上的""武王伐纣""中的纣王是哪个朝代的国君?"	nonmedical
花儿乐队的主唱是谁？	nonmedical
阿拉伯人信什么教？	nonmedical
曾担任谷歌中国区总裁,因致力于帮助青年大学生成长创办了创新工场的人是谁?	nonmedical
"都德的文章《最后一课》中说哪国语言是""世界上最美的语言""?"	nonmedical
nba热火队在哪个城市	nonmedical
化学元素周期表的第一位是什么元素?	nonmedical
两会指的是哪两会?	nonmedical
列夫托尔斯泰是哪国人	nonmedical
苏轼的弟弟是谁	nonmedical
林志颖老婆是谁？	nonmedical
老斯来斯汽车是哪里制造的	nonmedical
"你是我心中最美的云彩这句歌词是出自凤凰传奇的哪首被网友封为""2012年神曲""的歌曲?"	nonmedical
用什么测羊水破了	nonmedical
谁改进了造纸术	nonmedical
sgnx是什么函数	nonmedical
第一位给风力定级的唐代天文学家、数学家是谁？拜托各位大神	nonmedical
"近期佳木斯市第19中学一名因舍身救学生而被网友称为""最美教师""的女老师叫什么?"	nonmedical
电视剧《乡村爱情》中扮演刘能的是赵本山的那位徒弟?	nonmedical
蝙蝠是靠什么来辨认方向的	nonmedical
《水浒传》中冒充李逵，后被李逵一刀搠翻在地的人是谁	nonmedical
夜盲症是由于缺乏：	nonmedical
奥运五环代表什么	nonmedical
《史记》它是一部什么体的史书？	nonmedical
《文心雕龙》的作者是谁？急	nonmedical
土耳其的官方语言是什么	nonmedical
网球起源于哪个国家？	nonmedical
克罗地亚的首都是哪个城市?	nonmedical
世界卫生日是哪天？	nonmedical
有鱼米之乡的名称的是？	nonmedical
是哪个国家研制成功的第一颗航空投掷型氢弹？	nonmedical
空气中的主要成分是什么	nonmedical
蒙古语的母亲怎么称呼	nonmedical
"享有""泉城明珠""美称的大明湖位于山东的哪座城市?"	nonmedical
位于上海陆家嘴金融贸易区的哪座大厦,曾是中国大陆第3,世界第8高楼?	nonmedical
哪年建立的上海证券交易所？	nonmedical
欧洲北靠哪个大洋	nonmedical
世界上首次测算出子午线长度的是：	nonmedical
小苹果是谁写的？	nonmedical
什么是泉城的美称？	nonmedical
五一劳动节法定假期是多少天？？	nonmedical
高耀太的哪个国家的	nonmedical
你是第几人称	nonmedical
鼓浪屿是我国哪个城市的著名景点：	nonmedical
乒乓球的发源地为：	nonmedical
≡国演义的作者	nonmedical
非诚勿扰哪个台的？	nonmedical
请问一下老版包青天的主题曲是谁唱的	nonmedical
打倒孔家店是那一历史事件？	nonmedical
电视剧乌龙闯情关中上官凤儿的扮演者叫什么名?	nonmedical
拉萨藏语的意思为：	nonmedical
nba的执行总裁是谁？	nonmedical
把什么电荷的移动方向称为电流方向？	nonmedical
天然蛋白质水解最终产物是什么	nonmedical
九寨沟位于哪个省份？	nonmedical
李卫那个直隶总督到底几品官？	nonmedical
佛教徒为了追荐祖先举行的法会活动叫什么?	nonmedical
有谁知道捷克总理叫什么名字	nonmedical
幸运草学名叫什么?	nonmedical
歌曲“酒干倘卖无”的原唱是：	nonmedical
我国是世界上第几个进行载人航天的国家？	nonmedical
我国天然橡胶最大的产区	nonmedical
是谁在明朝末年将清兵引入关内的？	nonmedical
世界上出产黄金最多的国家是非洲的哪个国家?	nonmedical
"""三过家门而不入""是我国哪一历史人物的故事?"	nonmedical
鹿儿岛位于哪个国家?	nonmedical
"被誉为""新儒林外史""的讽刺小说《围城》是哪位作家的作品?"	nonmedical
我们通常将睡眠中自行下床行动,而后在回床继续睡眠的怪异现象叫什么?	nonmedical
"我们通常说""贵庚""时,是想知道对方的什么?"	nonmedical
给小朋友种牛痘是为了预防什么病?	nonmedical
1907年起,开始以粉色的什么花作为母亲节的象征?	nonmedical
克里姆林宫是哪个国家的标志性建筑物?	nonmedical
《孙子兵法》36计的第一计是什么?	nonmedical
我国四大家鱼,鲢鱼、鳙鱼,青鱼和什么鱼?	nonmedical
中国第一个进去美国wnba打球的女子篮球运动员是谁?	nonmedical
李智楠祖籍哪里的	nonmedical
电影《集结号》的导演是我国哪位著名的导演?	nonmedical
《燕山夜话》的作者是	nonmedical
地球上面积最小的大洋是：	nonmedical
《西游记》中的火焰山在哪里	nonmedical
台儿庄会战国民党第五战区司令长官是?	nonmedical
明朝山海关的守将袁崇焕的籍贯是哪？	nonmedical
巴金原姓什么	nonmedical
世界上最大的潮汐发电站--朗斯潮汐电站位于哪个国家？	nonmedical
马克吐温是哪个国家的著名作家？	nonmedical
赋形成的时代是?	nonmedical
1927年12月叶挺领导了哪次起义	nonmedical
世界上最大的黄金生产和出口国,是位于非洲的哪个国家?	nonmedical
小说《杨门女将》中女将之一,也是杨宗保的妻子,她是谁?	nonmedical
"""琴棋书画""中,""棋""指的是什么棋?"	nonmedical
"""致爱丽丝""是哪位音乐家的作品?"	nonmedical
新中国首位外交部长是谁?	nonmedical
"""咆哮体""是指带许多什么标点符号的词或句子?"	nonmedical
传说哪种鱼类跳过龙门,就会变化成龙?	nonmedical
过桥米线是源于哪个省的著名美食?	nonmedical
"俗话说""在家靠父母"",出门靠什么?"	nonmedical
5.12国家护士节是为了纪念哪位著名人物?	nonmedical
热干面是我国哪个城市的传统美食?	nonmedical
"6阿根廷首都,被称为""南美巴黎""是哪个城市?"	nonmedical
我国古代四大发明之一的活字印刷术是由谁发明的?	nonmedical
14著名作家茅盾的本名叫什么?	nonmedical
13著名作家老舍的本名叫什么?	nonmedical
"歇后语常说""什么动物的屁股摸不得""来比喻自以为是,听不得批评意见?"	nonmedical
1996年奥运会在美国的哪个城市举行?	nonmedical
"澳大利亚的哪座城市发现金矿后被称之""新金山""?"	nonmedical
《捕蛇者说》是哪位宋代文学家的作品?	nonmedical
"东汉末年,自称""大贤良师"",领导黄巾起义的是谁?"	nonmedical
"我们常说""狗急了会跳墙"",那么兔子急了会怎么样?"	nonmedical
"《礼记·大学》中总结的君子出世的方法是""修身、齐家、治国""和什么?"	nonmedical
在高速公路上行驶的机动车辆如果遇到能见度小于50米的大雾，最高时速不得超过多少？	nonmedical
龙虎山是属于什么地貌	nonmedical
足球比赛中,本方球员误打误撞,将球送进自家大门被称作什么球?	nonmedical
第一位获得诺贝尔文学奖的亚洲作家是哪位印度诗人?	nonmedical
榆林是哪个省得城市	nonmedical
陶氏化学公司是哪个国家的？	nonmedical
金沙江是我国哪条著名河流在上游地段的名称?	nonmedical
《陋室铭》的作者是哪位唐代诗人?	nonmedical
《金石录》是由李清照和哪位金石学家一起撰写的?	nonmedical
世界上岛屿最多的湖是我国浙江省的哪个湖?	nonmedical
"北宋著名的文学家""三苏""父子三人中,哪一位是父亲?"	nonmedical
"""齐齐哈尔""是位于东北三省中哪个省的城市?"	nonmedical
"""摩萨德""是哪个国家著名的间谍组织?"	nonmedical
有金属“恶魔”之称的金属是？	nonmedical
哪位诗人有“诗佛”之称？	nonmedical
中华人民共和国国歌的词作者是谁	nonmedical
《上海屋檐下》的作者是	nonmedical
曹操曾在哪次战役中割须弃袍？	nonmedical
"被誉为""悲剧之父""的古希腊诗人是谁?"	nonmedical
"麻将中俗称""白皮""的牌又被称为什么?"	nonmedical
京剧《智取威虎山》中，杨子荣假扮哪个土匪打进敌人内部？	nonmedical
目前世界上吨位最大、在役数量最多的一级航空母舰是哪一级的？	nonmedical
眼睛中的＿＿＿相当于调节焦距。	nonmedical
谁译述的《天演论》影响了鲁迅早期进化论思想的形成？	nonmedical
周瑜是中国三国形成时期的军事家，政治家。请问：他的字是什么？	nonmedical
南非位于哪个时区	nonmedical
